patient,model,hyperparameters,sensitivity,specificity,roc_auc,precision,accuracy
chb01,knn,"{'clf__n_neighbors': 5, 'clf__p': 1, 'clf__weights': 'uniform'}",0.9907407407407407,0.9722222222222222,0.9814814814814814,0.9727272727272728,0.9814814814814815
chb02,knn,"{'clf__n_neighbors': 1, 'clf__p': 1, 'clf__weights': 'uniform'}",0.9545454545454546,0.9090909090909091,0.9318181818181819,0.9130434782608695,0.9318181818181818
chb03,knn,"{'clf__n_neighbors': 3, 'clf__p': 1, 'clf__weights': 'uniform'}",0.9489795918367347,0.9795918367346939,0.9642857142857143,0.9789473684210527,0.9642857142857143
chb04,knn,"{'clf__n_neighbors': 9, 'clf__p': 1, 'clf__weights': 'distance'}",0.9032258064516129,0.9247311827956989,0.9139784946236559,0.9230769230769231,0.9139784946236559
chb05,knn,"{'clf__n_neighbors': 3, 'clf__p': 1, 'clf__weights': 'uniform'}",0.9492753623188406,0.9782608695652174,0.9637681159420289,0.9776119402985075,0.9637681159420289
chb06,knn,"{'clf__n_neighbors': 1, 'clf__p': 1, 'clf__weights': 'uniform'}",0.6944444444444444,0.6388888888888888,0.6666666666666666,0.6578947368421053,0.6666666666666666
chb07,knn,"{'clf__n_neighbors': 3, 'clf__p': 1, 'clf__weights': 'distance'}",0.975,0.9875,0.9812500000000001,0.9873417721518988,0.98125
chb08,knn,"{'clf__n_neighbors': 9, 'clf__p': 1, 'clf__weights': 'distance'}",0.8991228070175439,0.9122807017543859,0.9057017543859649,0.9111111111111111,0.9057017543859649
chb09,knn,"{'clf__n_neighbors': 1, 'clf__p': 1, 'clf__weights': 'uniform'}",1.0,1.0,1.0,1.0,1.0
chb10,knn,"{'clf__n_neighbors': 1, 'clf__p': 1, 'clf__weights': 'uniform'}",0.9636363636363636,1.0,0.9818181818181818,1.0,0.9818181818181818
chb11,knn,"{'clf__n_neighbors': 1, 'clf__p': 2, 'clf__weights': 'uniform'}",0.975,0.97,0.9725,0.9701492537313433,0.9725
chb13,knn,"{'clf__n_neighbors': 6, 'clf__p': 1, 'clf__weights': 'uniform'}",0.7538461538461538,0.9076923076923077,0.8307692307692307,0.8909090909090909,0.8307692307692308
chb14,knn,"{'clf__n_neighbors': 7, 'clf__p': 2, 'clf__weights': 'distance'}",0.7317073170731707,0.8292682926829268,0.7804878048780488,0.8108108108108109,0.7804878048780488
chb15,knn,"{'clf__n_neighbors': 9, 'clf__p': 1, 'clf__weights': 'distance'}",0.758130081300813,0.7357723577235772,0.7469512195121952,0.7415506958250497,0.7469512195121951
chb16,knn,"{'clf__n_neighbors': 9, 'clf__p': 2, 'clf__weights': 'uniform'}",0.8235294117647058,0.7058823529411765,0.7647058823529411,0.7368421052631579,0.7647058823529411
chb17,knn,"{'clf__n_neighbors': 7, 'clf__p': 1, 'clf__weights': 'distance'}",0.8888888888888888,0.7083333333333334,0.798611111111111,0.7529411764705882,0.7986111111111112
chb18,knn,"{'clf__n_neighbors': 4, 'clf__p': 1, 'clf__weights': 'uniform'}",0.8589743589743589,0.9871794871794872,0.9230769230769231,0.9852941176470589,0.9230769230769231
chb19,knn,"{'clf__n_neighbors': 4, 'clf__p': 1, 'clf__weights': 'distance'}",0.896551724137931,0.9482758620689655,0.9224137931034483,0.9454545454545454,0.9224137931034483
chb20,knn,"{'clf__n_neighbors': 1, 'clf__p': 1, 'clf__weights': 'uniform'}",0.8732394366197183,0.9295774647887324,0.9014084507042254,0.9253731343283582,0.9014084507042254
chb21,knn,"{'clf__n_neighbors': 6, 'clf__p': 1, 'clf__weights': 'uniform'}",0.7959183673469388,0.8571428571428571,0.8265306122448981,0.8478260869565217,0.826530612244898
chb22,knn,"{'clf__n_neighbors': 1, 'clf__p': 1, 'clf__weights': 'uniform'}",0.9607843137254902,0.9607843137254902,0.9607843137254903,0.9607843137254902,0.9607843137254902
chb23,knn,"{'clf__n_neighbors': 7, 'clf__p': 1, 'clf__weights': 'uniform'}",0.9423076923076923,0.9423076923076923,0.9423076923076923,0.9423076923076923,0.9423076923076923
