patient,model,hyperparameters,sensitivity,specificity,roc_auc,precision,accuracy
chb01,knn,"{'clf__n_neighbors': 1, 'clf__p': 1, 'clf__weights': 'uniform'}",0.9470198675496688,0.9867549668874173,0.9668874172185431,0.9470198675496688,0.9788079470198675
chb02,knn,"{'clf__n_neighbors': 1, 'clf__p': 1, 'clf__weights': 'uniform'}",1.0,0.975609756097561,0.9878048780487805,0.9090909090909091,0.9803921568627451
chb03,knn,"{'clf__n_neighbors': 2, 'clf__p': 1, 'clf__weights': 'uniform'}",0.948905109489051,0.9653284671532847,0.9571167883211679,0.87248322147651,0.962043795620438
chb04,knn,"{'clf__n_neighbors': 9, 'clf__p': 1, 'clf__weights': 'distance'}",0.8384615384615385,0.9063097514340345,0.8723856449477865,0.689873417721519,0.892802450229709
chb05,knn,"{'clf__n_neighbors': 1, 'clf__p': 1, 'clf__weights': 'uniform'}",0.8963730569948186,0.9858064516129033,0.941089754303861,0.9402173913043478,0.9679752066115702
chb06,knn,"{'clf__n_neighbors': 1, 'clf__p': 1, 'clf__weights': 'uniform'}",0.803921568627451,0.7156862745098039,0.7598039215686275,0.41414141414141414,0.7333333333333333
chb07,knn,"{'clf__n_neighbors': 1, 'clf__p': 1, 'clf__weights': 'uniform'}",0.8660714285714286,0.9933333333333333,0.929702380952381,0.97,0.9679715302491103
chb08,knn,"{'clf__n_neighbors': 2, 'clf__p': 1, 'clf__weights': 'uniform'}",0.890282131661442,0.9061767005473026,0.8982294161043722,0.7029702970297029,0.9030037546933667
chb09,knn,"{'clf__n_neighbors': 1, 'clf__p': 1, 'clf__weights': 'uniform'}",0.9052631578947369,1.0,0.9526315789473685,1.0,0.9811715481171548
chb10,knn,"{'clf__n_neighbors': 1, 'clf__p': 2, 'clf__weights': 'uniform'}",0.948051948051948,0.988673139158576,0.968362543605262,0.954248366013072,0.9805699481865285
chb11,knn,"{'clf__n_neighbors': 1, 'clf__p': 1, 'clf__weights': 'uniform'}",0.975,0.9973262032085561,0.9861631016042781,0.9891304347826086,0.992867332382311
chb13,knn,"{'clf__n_neighbors': 6, 'clf__p': 1, 'clf__weights': 'uniform'}",0.9175824175824175,0.7760989010989011,0.8468406593406593,0.5060606060606061,0.8043956043956044
chb14,knn,"{'clf__n_neighbors': 2, 'clf__p': 1, 'clf__weights': 'uniform'}",0.7719298245614035,0.8908296943231441,0.8313797594422738,0.6376811594202898,0.8671328671328671
chb15,knn,"{'clf__n_neighbors': 2, 'clf__p': 1, 'clf__weights': 'uniform'}",0.6777939042089985,0.8027556200145033,0.740274762111751,0.4619188921859545,0.7777777777777778
chb16,knn,"{'clf__n_neighbors': 2, 'clf__p': 1, 'clf__weights': 'uniform'}",0.9166666666666666,0.6836734693877551,0.8001700680272108,0.41509433962264153,0.7295081967213115
chb17,knn,"{'clf__n_neighbors': 1, 'clf__p': 1, 'clf__weights': 'uniform'}",0.86,0.7915632754342432,0.8257816377171215,0.5058823529411764,0.805168986083499
chb18,knn,"{'clf__n_neighbors': 3, 'clf__p': 1, 'clf__weights': 'uniform'}",0.8715596330275229,0.9749430523917996,0.9232513427096612,0.8962264150943396,0.9543795620437956
chb19,knn,"{'clf__n_neighbors': 1, 'clf__p': 1, 'clf__weights': 'uniform'}",0.8518518518518519,0.9785932721712538,0.9152225620115528,0.9078947368421053,0.9534313725490197
chb20,knn,"{'clf__n_neighbors': 5, 'clf__p': 1, 'clf__weights': 'uniform'}",0.92,0.905,0.9125,0.7076923076923077,0.908
chb21,knn,"{'clf__n_neighbors': 1, 'clf__p': 1, 'clf__weights': 'uniform'}",0.8529411764705882,0.7554744525547445,0.8042078145126664,0.464,0.7748538011695907
chb22,knn,"{'clf__n_neighbors': 1, 'clf__p': 1, 'clf__weights': 'uniform'}",0.9014084507042254,1.0,0.9507042253521127,1.0,0.9803370786516854
chb23,knn,"{'clf__n_neighbors': 2, 'clf__p': 1, 'clf__weights': 'uniform'}",0.8972602739726028,0.9316239316239316,0.9144421027982672,0.7660818713450293,0.9247606019151847
