patient,model,hyperparameters,sensitivity,specificity,roc_auc,precision,accuracy
chb01,svm_rbf,"{'clf__C': 10, 'clf__gamma': 0.01, 'clf__kernel': 'rbf'}",0.984375,0.984375,0.984375,0.984375,0.984375
chb02,svm_rbf,"{'clf__C': 1000, 'clf__gamma': 0.001, 'clf__kernel': 'rbf'}",0.9230769230769231,0.9230769230769231,0.9230769230769231,0.9230769230769231,0.9230769230769231
chb03,svm_rbf,"{'clf__C': 1000, 'clf__gamma': 0.01, 'clf__kernel': 'rbf'}",0.9827586206896551,0.9310344827586207,0.956896551724138,0.9344262295081968,0.9568965517241379
chb04,svm_rbf,"{'clf__C': 1000, 'clf__gamma': 0.01, 'clf__kernel': 'rbf'}",0.9285714285714286,0.9285714285714286,0.9285714285714286,0.9285714285714286,0.9285714285714286
chb05,svm_rbf,"{'clf__C': 100, 'clf__gamma': 0.1, 'clf__kernel': 'rbf'}",0.9397590361445783,0.9759036144578314,0.957831325301205,0.975,0.9578313253012049
chb06,svm_rbf,"{'clf__C': 10, 'clf__gamma': 0.01, 'clf__kernel': 'rbf'}",0.7619047619047619,0.9523809523809523,0.8571428571428571,0.9411764705882353,0.8571428571428571
chb07,svm_rbf,"{'clf__C': 1000, 'clf__gamma': 0.01, 'clf__kernel': 'rbf'}",0.8958333333333334,0.9791666666666666,0.9375,0.9772727272727273,0.9375
chb08,svm_rbf,"{'clf__C': 1, 'clf__gamma': 0.1, 'clf__kernel': 'rbf'}",0.8978102189781022,0.927007299270073,0.9124087591240876,0.924812030075188,0.9124087591240876
chb09,svm_rbf,"{'clf__C': 1000, 'clf__gamma': 0.01, 'clf__kernel': 'rbf'}",0.8780487804878049,1.0,0.9390243902439024,1.0,0.9390243902439024
chb10,svm_rbf,"{'clf__C': 10, 'clf__gamma': 0.1, 'clf__kernel': 'rbf'}",1.0,0.9848484848484849,0.9924242424242424,0.9850746268656716,0.9924242424242424
chb11,svm_rbf,"{'clf__C': 10, 'clf__gamma': 0.1, 'clf__kernel': 'rbf'}",0.9833333333333333,0.975,0.9791666666666667,0.9752066115702479,0.9791666666666666
chb13,svm_rbf,"{'clf__C': 100, 'clf__gamma': 0.1, 'clf__kernel': 'rbf'}",0.9102564102564102,0.8461538461538461,0.8782051282051282,0.8554216867469879,0.8782051282051282
chb14,svm_rbf,"{'clf__C': 1000, 'clf__gamma': 0.0001, 'clf__kernel': 'rbf'}",0.8333333333333334,0.9166666666666666,0.875,0.9090909090909091,0.875
chb15,svm_rbf,"{'clf__C': 100, 'clf__gamma': 0.1, 'clf__kernel': 'rbf'}",0.7186440677966102,0.823728813559322,0.7711864406779662,0.803030303030303,0.7711864406779662
chb16,svm_rbf,"{'clf__C': 1000, 'clf__gamma': 0.01, 'clf__kernel': 'rbf'}",1.0,0.9,0.9500000000000001,0.9090909090909091,0.95
chb17,svm_rbf,"{'clf__C': 100, 'clf__gamma': 0.01, 'clf__kernel': 'rbf'}",0.7906976744186046,0.813953488372093,0.8023255813953489,0.8095238095238095,0.8023255813953488
chb18,svm_rbf,"{'clf__C': 1000, 'clf__gamma': 0.001, 'clf__kernel': 'rbf'}",0.9574468085106383,0.9787234042553191,0.9680851063829787,0.9782608695652174,0.9680851063829787
chb19,svm_rbf,"{'clf__C': 1000, 'clf__gamma': 0.01, 'clf__kernel': 'rbf'}",0.9428571428571428,0.9142857142857143,0.9285714285714286,0.9166666666666666,0.9285714285714286
chb20,svm_rbf,"{'clf__C': 1000, 'clf__gamma': 0.01, 'clf__kernel': 'rbf'}",0.8333333333333334,0.9047619047619048,0.8690476190476191,0.8974358974358975,0.8690476190476191
chb21,svm_rbf,"{'clf__C': 100, 'clf__gamma': 0.01, 'clf__kernel': 'rbf'}",0.8620689655172413,0.8620689655172413,0.8620689655172413,0.8620689655172413,0.8620689655172413
chb22,svm_rbf,"{'clf__C': 100, 'clf__gamma': 0.1, 'clf__kernel': 'rbf'}",0.9666666666666667,0.9666666666666667,0.9666666666666667,0.9666666666666667,0.9666666666666667
chb23,svm_rbf,"{'clf__C': 10, 'clf__gamma': 0.1, 'clf__kernel': 'rbf'}",0.967741935483871,0.8870967741935484,0.9274193548387097,0.8955223880597015,0.9274193548387096
