patient,model,hyperparameters,sensitivity,specificity,roc_auc,precision,accuracy
chb01,svm_rbf,"{'clf__C': 10, 'clf__gamma': 0.01, 'clf__kernel': 'rbf'}",1.0,0.9651162790697675,0.9825581395348838,0.8775510204081632,0.9720930232558139
chb02,svm_rbf,"{'clf__C': 10, 'clf__gamma': 0.1, 'clf__kernel': 'rbf'}",0.875,0.9714285714285714,0.9232142857142857,0.875,0.9534883720930233
chb03,svm_rbf,"{'clf__C': 10, 'clf__gamma': 0.1, 'clf__kernel': 'rbf'}",0.9230769230769231,0.9807692307692307,0.951923076923077,0.9230769230769231,0.9692307692307692
chb04,svm_rbf,"{'clf__C': 1000, 'clf__gamma': 0.1, 'clf__kernel': 'rbf'}",0.8108108108108109,0.9530201342281879,0.8819154725194993,0.8108108108108109,0.9247311827956989
chb05,svm_rbf,"{'clf__C': 1000, 'clf__gamma': 0.01, 'clf__kernel': 'rbf'}",1.0,0.9909502262443439,0.995475113122172,0.9649122807017544,0.9927536231884058
chb06,svm_rbf,"{'clf__C': 100, 'clf__gamma': 0.1, 'clf__kernel': 'rbf'}",0.7857142857142857,0.8103448275862069,0.7980295566502462,0.5,0.8055555555555556
chb07,svm_rbf,"{'clf__C': 100, 'clf__gamma': 0.1, 'clf__kernel': 'rbf'}",0.90625,0.9921875,0.94921875,0.9666666666666667,0.975
chb08,svm_rbf,"{'clf__C': 100, 'clf__gamma': 0.1, 'clf__kernel': 'rbf'}",0.8241758241758241,0.9287671232876712,0.8764714737317476,0.7425742574257426,0.9078947368421053
chb09,svm_rbf,"{'clf__C': 10, 'clf__gamma': 0.1, 'clf__kernel': 'rbf'}",1.0,0.981651376146789,0.9908256880733946,0.9310344827586207,0.9852941176470589
chb10,svm_rbf,"{'clf__C': 1000, 'clf__gamma': 0.001, 'clf__kernel': 'rbf'}",0.9772727272727273,1.0,0.9886363636363636,1.0,0.9954545454545455
chb11,svm_rbf,"{'clf__C': 100, 'clf__gamma': 0.01, 'clf__kernel': 'rbf'}",1.0,0.971875,0.9859375,0.898876404494382,0.9775
chb13,svm_rbf,"{'clf__C': 1000, 'clf__gamma': 0.1, 'clf__kernel': 'rbf'}",0.7307692307692307,0.9326923076923077,0.8317307692307693,0.7307692307692307,0.8923076923076924
chb14,svm_rbf,"{'clf__C': 10, 'clf__gamma': 0.01, 'clf__kernel': 'rbf'}",0.8125,0.8615384615384616,0.8370192307692308,0.5909090909090909,0.8518518518518519
chb15,svm_rbf,"{'clf__C': 1000, 'clf__gamma': 0.1, 'clf__kernel': 'rbf'}",0.7208121827411168,0.799492385786802,0.7601522842639594,0.47333333333333333,0.783756345177665
chb16,svm_rbf,"{'clf__C': 100, 'clf__gamma': 0.1, 'clf__kernel': 'rbf'}",1.0,0.8928571428571429,0.9464285714285715,0.7,0.9142857142857143
chb17,svm_rbf,"{'clf__C': 100, 'clf__gamma': 0.1, 'clf__kernel': 'rbf'}",0.75,0.8782608695652174,0.8141304347826087,0.6,0.8531468531468531
chb18,svm_rbf,"{'clf__C': 10, 'clf__gamma': 0.1, 'clf__kernel': 'rbf'}",1.0,0.984,0.992,0.9393939393939394,0.9871794871794872
chb19,svm_rbf,"{'clf__C': 100, 'clf__gamma': 0.1, 'clf__kernel': 'rbf'}",0.8695652173913043,0.978494623655914,0.9240299205236091,0.9090909090909091,0.9568965517241379
chb20,svm_rbf,"{'clf__C': 100, 'clf__gamma': 0.1, 'clf__kernel': 'rbf'}",0.8571428571428571,0.9649122807017544,0.9110275689223057,0.8571428571428571,0.9436619718309859
chb21,svm_rbf,"{'clf__C': 1, 'clf__gamma': 0.1, 'clf__kernel': 'rbf'}",0.7368421052631579,0.8974358974358975,0.8171390013495278,0.6363636363636364,0.865979381443299
chb22,svm_rbf,"{'clf__C': 1000, 'clf__gamma': 0.01, 'clf__kernel': 'rbf'}",0.9,1.0,0.95,1.0,0.9801980198019802
chb23,svm_rbf,"{'clf__C': 100, 'clf__gamma': 0.1, 'clf__kernel': 'rbf'}",0.9512195121951219,0.9221556886227545,0.9366876004089382,0.75,0.9278846153846154
