patient,model,hyperparameters,sensitivity,specificity,roc_auc,precision,accuracy
chb01,svm_rbf,"{'clf__C': 100, 'clf__gamma': 0.01, 'clf__kernel': 'rbf'}",0.9612403100775194,0.9903474903474904,0.9757939002125048,0.9612403100775194,0.9845440494590417
chb02,svm_rbf,"{'clf__C': 10, 'clf__gamma': 0.1, 'clf__kernel': 'rbf'}",1.0,0.9238095238095239,0.9619047619047619,0.7647058823529411,0.9389312977099237
chb03,svm_rbf,"{'clf__C': 10, 'clf__gamma': 0.1, 'clf__kernel': 'rbf'}",0.9230769230769231,0.9893617021276596,0.9562193126022914,0.9557522123893806,0.9761499148211243
chb04,svm_rbf,"{'clf__C': 1000, 'clf__gamma': 0.01, 'clf__kernel': 'rbf'}",0.9017857142857143,0.9263392857142857,0.9140625,0.753731343283582,0.9214285714285714
chb05,svm_rbf,"{'clf__C': 100, 'clf__gamma': 0.1, 'clf__kernel': 'rbf'}",0.9457831325301205,0.9924698795180723,0.9691265060240964,0.9691358024691358,0.983132530120482
chb06,svm_rbf,"{'clf__C': 100, 'clf__gamma': 0.1, 'clf__kernel': 'rbf'}",0.8372093023255814,0.8342857142857143,0.8357475083056479,0.5538461538461539,0.8348623853211009
chb07,svm_rbf,"{'clf__C': 10, 'clf__gamma': 0.1, 'clf__kernel': 'rbf'}",0.9479166666666666,0.9870466321243523,0.9674816493955093,0.9479166666666666,0.979253112033195
chb08,svm_rbf,"{'clf__C': 100, 'clf__gamma': 0.1, 'clf__kernel': 'rbf'}",0.7773722627737226,0.906021897810219,0.8416970802919708,0.6740506329113924,0.8802919708029197
chb09,svm_rbf,"{'clf__C': 1, 'clf__gamma': 0.01, 'clf__kernel': 'rbf'}",0.9024390243902439,0.9969512195121951,0.9496951219512194,0.9866666666666667,0.9780487804878049
chb10,svm_rbf,"{'clf__C': 10, 'clf__gamma': 0.01, 'clf__kernel': 'rbf'}",0.9621212121212122,1.0,0.9810606060606061,1.0,0.9924471299093656
chb11,svm_rbf,"{'clf__C': 100, 'clf__gamma': 0.01, 'clf__kernel': 'rbf'}",0.9458333333333333,0.997920997920998,0.9718771656271656,0.9912663755458515,0.9875207986688852
chb13,svm_rbf,"{'clf__C': 100, 'clf__gamma': 0.01, 'clf__kernel': 'rbf'}",0.9038461538461539,0.8028846153846154,0.8533653846153846,0.5340909090909091,0.823076923076923
chb14,svm_rbf,"{'clf__C': 1000, 'clf__gamma': 0.1, 'clf__kernel': 'rbf'}",0.6326530612244898,0.9591836734693877,0.7959183673469388,0.7948717948717948,0.8938775510204081
chb15,svm_rbf,"{'clf__C': 1000, 'clf__gamma': 0.1, 'clf__kernel': 'rbf'}",0.6852791878172588,0.7758037225042301,0.7305414551607445,0.43315508021390375,0.7576988155668358
chb16,svm_rbf,"{'clf__C': 100, 'clf__gamma': 0.1, 'clf__kernel': 'rbf'}",0.6666666666666666,0.8095238095238095,0.738095238095238,0.4666666666666667,0.780952380952381
chb17,svm_rbf,"{'clf__C': 100, 'clf__gamma': 0.1, 'clf__kernel': 'rbf'}",0.5697674418604651,0.8173913043478261,0.6935793731041455,0.4375,0.7679814385150812
chb18,svm_rbf,"{'clf__C': 100, 'clf__gamma': 0.1, 'clf__kernel': 'rbf'}",0.7872340425531915,0.9202127659574468,0.8537234042553191,0.7115384615384616,0.8936170212765957
chb19,svm_rbf,"{'clf__C': 100, 'clf__gamma': 0.1, 'clf__kernel': 'rbf'}",0.8285714285714286,0.9821428571428571,0.9053571428571429,0.9206349206349206,0.9514285714285714
chb20,svm_rbf,"{'clf__C': 10, 'clf__gamma': 0.1, 'clf__kernel': 'rbf'}",0.7058823529411765,0.9737609329446064,0.8398216429428915,0.8695652173913043,0.9205607476635514
chb21,svm_rbf,"{'clf__C': 10, 'clf__gamma': 0.1, 'clf__kernel': 'rbf'}",0.8103448275862069,0.8723404255319149,0.8413426265590609,0.6103896103896104,0.8600682593856656
chb22,svm_rbf,"{'clf__C': 0.1, 'clf__gamma': 0.01, 'clf__kernel': 'rbf'}",0.8852459016393442,1.0,0.9426229508196722,1.0,0.9770491803278688
chb23,svm_rbf,"{'clf__C': 100, 'clf__gamma': 0.1, 'clf__kernel': 'rbf'}",0.952,0.936127744510978,0.9440638722554889,0.7880794701986755,0.939297124600639
