patient,model,hyperparameters,sensitivity,specificity,roc_auc,precision,accuracy
chb01,rnf,"{'clf__max_leaf_nodes': 4, 'clf__n_estimators': 50}",0.9534883720930233,0.9898697539797395,0.9716790630363813,0.9590643274853801,0.9826187717265353
chb02,rnf,"{'clf__max_leaf_nodes': 4, 'clf__n_estimators': 50}",0.9428571428571428,0.9214285714285714,0.9321428571428572,0.75,0.9257142857142857
chb03,rnf,"{'clf__max_leaf_nodes': 32, 'clf__n_estimators': 100}",0.9102564102564102,0.9633173843700159,0.9367868973132131,0.8606060606060606,0.9527458492975734
chb04,rnf,"{'clf__max_leaf_nodes': 4, 'clf__n_estimators': 50}",0.8456375838926175,0.8729096989966555,0.8592736414446365,0.6237623762376238,0.8674698795180723
chb05,rnf,"{'clf__max_leaf_nodes': 16, 'clf__n_estimators': 50}",0.9366515837104072,0.9988713318284425,0.9677614577694248,0.9951923076923077,0.986449864498645
chb06,rnf,"{'clf__max_leaf_nodes': 8, 'clf__n_estimators': 100}",0.6724137931034483,0.8240343347639485,0.7482240639336984,0.4875,0.7938144329896907
chb07,rnf,"{'clf__max_leaf_nodes': 4, 'clf__n_estimators': 50}",0.9375,0.974757281553398,0.956128640776699,0.9022556390977443,0.9673405909797823
chb08,rnf,"{'clf__max_leaf_nodes': 16, 'clf__n_estimators': 300}",0.8383561643835616,0.8714090287277702,0.8548825965556659,0.6194331983805668,0.8648056923918993
chb09,rnf,"{'clf__max_leaf_nodes': 4, 'clf__n_estimators': 50}",0.8899082568807339,1.0,0.944954128440367,1.0,0.9780621572212066
chb10,rnf,"{'clf__max_leaf_nodes': 4, 'clf__n_estimators': 50}",0.9715909090909091,1.0,0.9857954545454546,1.0,0.9943374858437146
chb11,rnf,"{'clf__max_leaf_nodes': 16, 'clf__n_estimators': 50}",0.98125,0.9922057677318784,0.9867278838659391,0.9691358024691358,0.9900187149095446
chb13,rnf,"{'clf__max_leaf_nodes': 64, 'clf__n_estimators': 50}",0.8701923076923077,0.9182692307692307,0.8942307692307692,0.7269076305220884,0.9086538461538461
chb14,rnf,"{'clf__max_leaf_nodes': 4, 'clf__n_estimators': 50}",0.7692307692307693,0.9465648854961832,0.8578978273634762,0.78125,0.9113149847094801
chb15,rnf,"{'clf__max_leaf_nodes': 64, 'clf__n_estimators': 300}",0.8058375634517766,0.7325507614213198,0.7691941624365483,0.42963464140730717,0.7472081218274111
chb16,rnf,"{'clf__max_leaf_nodes': 4, 'clf__n_estimators': 200}",0.9285714285714286,0.5625,0.7455357142857143,0.3466666666666667,0.6357142857142857
chb17,rnf,"{'clf__max_leaf_nodes': 8, 'clf__n_estimators': 100}",0.9130434782608695,0.7260869565217392,0.8195652173913043,0.45454545454545453,0.7634782608695653
chb18,rnf,"{'clf__max_leaf_nodes': 4, 'clf__n_estimators': 50}",0.936,0.9023904382470119,0.919195219123506,0.7048192771084337,0.9090909090909091
chb19,rnf,"{'clf__max_leaf_nodes': 8, 'clf__n_estimators': 100}",0.8924731182795699,0.9946524064171123,0.9435627623483411,0.9764705882352941,0.974304068522484
chb20,rnf,"{'clf__max_leaf_nodes': 4, 'clf__n_estimators': 50}",0.8771929824561403,0.9409190371991247,0.9090560098276326,0.7874015748031497,0.9281961471103327
chb21,rnf,"{'clf__max_leaf_nodes': 4, 'clf__n_estimators': 100}",0.6923076923076923,0.9073482428115016,0.799827967559597,0.6506024096385542,0.8644501278772379
chb22,rnf,"{'clf__max_leaf_nodes': 4, 'clf__n_estimators': 50}",0.9753086419753086,0.9693251533742331,0.9723168976747707,0.8876404494382022,0.9705159705159705
chb23,rnf,"{'clf__max_leaf_nodes': 4, 'clf__n_estimators': 50}",0.8802395209580839,0.9461077844311377,0.9131736526946108,0.8032786885245902,0.932934131736527
